symbol,timestamp,open,high,low,close,volume,trade_count,vwap
MHK,2016-01-04 05:00:00+00:00,189.0,189.0,183.4,186.45,895259.0,7959.0,185.730328
MHK,2016-01-05 05:00:00+00:00,187.37,188.32,185.4,186.05,645552.0,7077.0,186.518889
MHK,2016-01-06 05:00:00+00:00,183.08,185.24,180.49,182.12,606718.0,6890.0,182.701652
MHK,2016-01-07 05:00:00+00:00,178.78,181.1799,175.82,176.75,728706.0,8837.0,178.179528
MHK,2016-01-08 05:00:00+00:00,177.89,179.09,176.38,176.82,1003058.0,9769.0,177.627188
MHK,2016-01-11 05:00:00+00:00,177.85,179.23,173.43,175.68,875178.0,8931.0,175.39891
MHK,2016-01-12 05:00:00+00:00,177.3,180.34,174.76,178.97,608186.0,6699.0,177.586018
MHK,2016-01-13 05:00:00+00:00,179.42,182.0,169.1,169.5,692287.0,7681.0,172.044222
MHK,2016-01-14 05:00:00+00:00,169.66,172.36,167.01,170.57,815667.0,8868.0,170.423089
MHK,2016-01-15 05:00:00+00:00,166.71,168.17,163.162,165.44,853852.0,9071.0,165.29009
MHK,2016-01-19 05:00:00+00:00,166.73,168.35,161.4,163.34,891821.0,8964.0,164.461533
MHK,2016-01-20 05:00:00+00:00,160.25,164.78,153.15,162.56,1427141.0,15870.0,157.583323
MHK,2016-01-21 05:00:00+00:00,163.09,166.93,162.2,165.25,1005597.0,10901.0,165.030772
MHK,2016-01-22 05:00:00+00:00,167.89,170.33,165.29,166.99,667615.0,7032.0,167.190582
MHK,2016-01-25 05:00:00+00:00,166.06,167.07,164.2,164.43,560867.0,6037.0,165.648583
MHK,2016-01-26 05:00:00+00:00,165.275,167.79,164.19,166.37,513083.0,5353.0,166.488739
MHK,2016-01-27 05:00:00+00:00,165.99,167.67,163.57,164.69,524121.0,6459.0,165.542258
MHK,2016-01-28 05:00:00+00:00,166.12,167.71,162.7,163.38,595360.0,6226.0,164.437987
MHK,2016-01-29 05:00:00+00:00,164.26,166.53,163.65,166.41,1030008.0,9410.0,165.361608
MHK,2016-02-01 05:00:00+00:00,166.01,168.4,163.73,167.62,692252.0,7517.0,166.373196
MHK,2016-02-02 05:00:00+00:00,166.69,166.95,162.595,163.16,566565.0,6637.0,163.830852
MHK,2016-02-03 05:00:00+00:00,165.0,165.375,157.66,161.49,920262.0,9849.0,159.924741
MHK,2016-02-04 05:00:00+00:00,161.27,165.73,160.66,165.03,716542.0,8048.0,164.579291
MHK,2016-02-05 05:00:00+00:00,164.94,164.96,159.445,159.92,680720.0,8144.0,161.143456
MHK,2016-02-08 05:00:00+00:00,157.73,158.2,149.43,151.78,1084461.0,12111.0,152.26221
MHK,2016-02-09 05:00:00+00:00,149.72,155.79,148.56,153.7,1170396.0,12750.0,153.834812
MHK,2016-02-10 05:00:00+00:00,155.48,159.48,154.35,157.86,856585.0,9052.0,157.72492
MHK,2016-02-11 05:00:00+00:00,155.56,156.665,151.3,152.82,759244.0,9463.0,153.422066
MHK,2016-02-12 05:00:00+00:00,155.4,155.63,152.85,155.21,734526.0,7395.0,154.441101
MHK,2016-02-16 05:00:00+00:00,157.55,159.89,154.89,159.52,1010258.0,9988.0,158.176749
MHK,2016-02-17 05:00:00+00:00,160.41,164.2,159.95,163.07,789309.0,9144.0,162.656747
MHK,2016-02-18 05:00:00+00:00,163.08,164.29,160.99,163.07,644307.0,7589.0,162.96152
MHK,2016-02-19 05:00:00+00:00,162.59,166.56,161.31,165.68,741701.0,8472.0,164.914494
MHK,2016-02-22 05:00:00+00:00,166.25,167.84,164.92,166.47,752683.0,8529.0,166.004977
MHK,2016-02-23 05:00:00+00:00,165.59,167.42,165.13,166.58,662780.0,7364.0,166.696292
MHK,2016-02-24 05:00:00+00:00,163.96,171.24,163.26,170.67,998620.0,11981.0,168.607372
MHK,2016-02-25 05:00:00+00:00,170.43,173.37,166.97,171.04,1231199.0,14274.0,170.732956
